	securityName	securityClass	putCall	cusipSedol	isin	manualIdentifier	ticker	formType	name	lei	currencyCode	payoffProfile	issuerClass	fairValueLevel	couponKind	countryCode	units	fileDate	effectiveDate	superceded	principal	shares	percent	value	sharesChange	percentChange	prevShares	prevValue	percentValueChange	percentOwnershipChange	sharePrice	costBasis	profit	performance	sharesMultiplier	valueMultiplier	allocation	prevAllocation	allocationPercentChange	allocationChange	current	unrealized	realized	pageDataId	lineNbr	default	option	formTypeShort	formattedFileDate	valueChange	bestIdentifier	restricted	safeAllocationChange	latestUnrealized	slug	url	ownershipPercent	ownershipPercentChange	sharesPercentChange	valuePercentChange	symbol
559	Micron Technology Inc	EC		595112103	US5951121038			NPORT-P	MASTER INVESTMENT PORTFOLIO - Active Stock Master Portfolio Active Stock Portfolio	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-25	2024-12-31	False		28509.0		2399317	-18944.0	-39.921606642361915	47453.0	4921.0	-51.25		71.58539	2040.828			1.0	0.001	0.094241197209	0.201095741817	-53.13615477011898	-0.106854544608		358.4895					False	NP	02-25	-2522000	US5951121038		-0.106854544608	722.8345	master-investment-portfolio-active-stock-master-portfolio-active-stock-portfolio	https://fintel.io/i/master-investment-portfolio-active-stock-master-portfolio-active-stock-portfolio	0.002550977665612946	-39.921606642361915	-39.921606642361915	-51.25	MU
560	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Stevens Capital Management Lp									2025-02-11	2024-12-31	False		24896.0		2095	-64350.0	-72.1040718911772	89246.0	9.0	-77.78		104.5811	2603.651				0.001	0.8394303893835094	1.3175575648529847	-36.28890214924503	-0.4781271754694753		-508.4036					False	13F	02-11	-7000	595112103		-0.4781271754694753	-190.2328	stevens-capital-management-lp	https://fintel.io/i/stevens-capital-management-lp	0.002227687395668031	-72.1040718911772	-72.1040718911772	-77.78	MU
561	Micron Technology Inc	EC		595112103	US5951121038		MU	NPORT-P	IBNAX - IVY FUNDS - Ivy Balanced Fund Class A	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-27	2024-12-31	False		67453.0		5676844	-8649.0	-11.365010117999526	76102.0	7892.0	-28.08		67.29363	4539.157			1.0	0.001	0.370867544819	0.500185748921	-25.8540361017812	-0.129318204102		1137.687					False	NP	02-27	-2216000	US5951121038		-0.129318204102	1999.737	ivy-funds-ivy-balanced-fund-class-a	https://fintel.io/i/ivy-funds-ivy-balanced-fund-class-a	0.006035676329530676	-11.365010117999526	-11.365010117999526	-28.08	MU
562	MICRON TECHNOLOGY INC	EC		595112103	US5951121038			NPORT-P	FLCOX - FIDELITY SALEM STREET TRUST - Fidelity Large Cap Value Index Fund	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-26	2024-10-31	False		408957.0		40752565	25802.0	6.734089337213399	383155.0	42078.0	-3.15		63.19495	25844.02			1.0	0.001	0.438963387038	0.495158680537	-11.348946450470422	-0.056195293499		14908.55					False	NP	12-26	-1326000	US5951121038		-0.056195293499	13800.27	fidelity-salem-street-trust-fidelity-large-cap-value-index-fund	https://fintel.io/i/fidelity-salem-street-trust-fidelity-large-cap-value-index-fund	0.03659336255905411	6.734089337213399	6.734089337213399	-3.15	MU
563	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Us Bancorp \de\									2025-02-05	2024-12-31	False		583559.0		49112363	30595.0	5.5329099181863555	552964.0	57347.0	-14.36		46.67742	27239.03				0.001	0.015587061538369588	0.07363829151290077	-78.83293974081559	-0.05805122997453118		21873.3					False	13F	02-05	-8235000	595112103		-0.05805122997453118	29331.18	us-bancorp-de-	https://fintel.io/i/us-bancorp-de-	0.05221670264012856	5.5329099181863555	5.5329099181863555	-14.36	MU
564	Micron Technology, Inc.	EC		595112103	US5951121038			NPORT-P	Profunds - Profund Vp Large-cap Value	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-27	2024-12-31	False		778.0		65476	-126.0	-13.938053097345133	904.0	93.0	-30.11		45.215	35.17727			1.0	0.001	0.385639140002	0.54540388169	-29.292923474059183	-0.159764741688		30.29921					False	NP	02-27	-28000	US5951121038		-0.159764741688	40.24205	profunds-profund-vp-large-cap-value	https://fintel.io/i/profunds-profund-vp-large-cap-value	6.961523111462598e-05	-13.938053097345133	-13.938053097345133	-30.11	MU
565	Micron Technology Inc. COM USD0.10	EC		595112103	US5951121038		MU	NPORT-P	BGEAX - Datum One Series Trust - BRANDES GLOBAL EQUITY FUND Class A	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-25	2024-12-31	False		6272.0		527851	-531.0	-7.805379979420843	6803.0	705.0	-25.25		93.8953	-49.8584043	-127.2905957	-18.05540364539007	1.0	0.001	1.1192784435	1.3294569251	-15.809348737206399	-0.2101784816		-70.64078					False	NP	02-25	-178000	US5951121038		-0.2101784816	657.8661	datum-one-series-trust-brandes-global-equity-fund-class-a1270	https://fintel.io/i/datum-one-series-trust-brandes-global-equity-fund-class-a1270	0.0005612168760294782	-7.805379979420843	-7.805379979420843	-25.25	MU
566	Micron Technology Inc	COM		595112103				13F-HR	Community Bank & Trust, Waco, Texas									2025-01-29	2024-12-31	False		18352.0		1544	-775.0	-4.051863857374392	19127.0	1.0	0.0		0.0682	-0.052855	0.596855	59.6855		0.001	0.35242049425604827	0.4468840871874458	-21.138276264416355	-0.09446359293139753		591.6839					False	13F	01-29	0	595112103		-0.09446359293139753	1779.096	community-bank-trust-waco-texas	https://fintel.io/i/community-bank-trust-waco-texas	0.001642132032667887	-4.051863857374392	-4.051863857374392	0.0	MU
567	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Total Wealth Planning & Management, Inc.									2025-02-28	2024-12-31	False		7119.0		599135	7119.0						101.7502	724.3599				0.001	0.5438149411193378			0.5438149411193378		-125.2249					False	13F	02-28	599000	595112103		0.5438149411193378	-34.24404	total-wealth-planning-management-inc-1800	https://fintel.io/i/total-wealth-planning-management-inc-1800	0.0006370062086182806				MU
568	Micron Technology, Inc	EC		595112103	US5951121038			NPORT-P	TRLIX - TIAA-CREF FUNDS - TIAA-CREF Large-Cap Value Fund Institutional Class	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-26	2024-10-31	False		594947.0		59286468	43005.0	7.791579550025184	551942.0	60614.0	-2.19		51.68067	30747.26			1.0	0.001	0.857032604563	0.924545771578	-7.302306612659057	-0.067513167015		28539.21					False	NP	12-26	-1328000	US5951121038		-0.067513167015	26926.9	tiaa-cref-funds-tiaa-cref-large-cap-value-fund-institutional-class	https://fintel.io/i/tiaa-cref-funds-tiaa-cref-large-cap-value-fund-institutional-class	0.05323569782256218	7.791579550025184	7.791579550025184	-2.19	MU
569	Micron Technology Inc	EC		595112103	US5951121038		MU	NPORT-P	BNY MELLON SUSTAINABLE U.S. EQUITY PORTFOLIO, INC. - BNY Mellon Sustainable U.S. Equity Portfolio, Inc. - Initial Shares	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-26	2024-12-31	False		55757.0		4692509	8558.0	18.131740079238966	47199.0	4895.0	-4.15		78.50144	4377.005			1.0	0.001	1.249361645765	1.307017471312	-4.411251326971495	-0.057655825547		315.5042					False	NP	02-26	-203000	US5951121038		-0.057655825547	1028.079	dreyfus-sustainable-u-s-equity-portfolio	https://fintel.io/i/dreyfus-sustainable-u-s-equity-portfolio	0.004989121389792031	18.131740079238966	18.131740079238966	-4.15	MU
570	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Evercore Wealth Management, LLC									2025-02-14	2024-12-31	False		3652.0		307352	1.0	0.027389756231169543	3651.0	378.0	-18.78		74.29355	271.3201				0.001	0.004603692761096596	0.005679271077462611	-18.938668390637247	-0.001075578316366015		36.03227					False	13F	02-14	-71000	595112103		-0.001075578316366015	82.70478	evercore-wealth-management-llc	https://fintel.io/i/evercore-wealth-management-llc	0.000326779979473797	0.027389756231169543	0.027389756231169543	-18.78	MU
571	Micron Technology Inc	EC		595112103	US5951121038		MU	NPORT-P	SPXUX - WisdomTree Digital Trust - WisdomTree 500 Digital Fund N/A	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-27	2024-12-31	False		81.0		6816	-2.0	-2.4096385542168677	83.0	8.0	-25.0		59.37293	4.809208			1.0	0.001	0.173907402221	0.228313186736	-23.829453433151787	-0.054405784515		2.007752					False	NP	02-27	-2000	US5951121038		-0.054405784515	3.042932	wisdomtree-digital-trust-wisdomtree-500-digital-fund-n-a	https://fintel.io/i/wisdomtree-digital-trust-wisdomtree-500-digital-fund-n-a	7.247858252293964e-06	-2.4096385542168677	-2.4096385542168677	-25.0	MU
572	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Keybank National Association/oh									2025-02-06	2024-12-31	False		18316.0		1541473	1243.0	7.280501376442336	17073.0	1770.0	-12.94		72.50892	1328.073				0.001	0.0030999210397107124	0.0068288638028153326	-54.60561040282119	-0.00372894276310462		213.4012					False	13F	02-06	-229000	595112103		-0.00372894276310462	447.48	keybank-national-association-oh	https://fintel.io/i/keybank-national-association-oh	0.001638910762333534	7.280501376442336	7.280501376442336	-12.94	MU
573	Micron Technology	Common Stock		595112103				13F-HR	3Chopt Investment Partners, LLC									2024-11-15	2024-09-30	False		0.0		0	-5468.0	-100.0	5468.0	719.0	-100.0			-719.0	0.0			0.001		0.21954376920337557	-100.0	-0.21954376920337557							False	13F	11-15	-719000	595112103		-0.21954376920337557		3chopt-investment-partners-llc	https://fintel.io/i/3chopt-investment-partners-llc	0.0	-100.0	-100.0	-100.0	MU
574	Micron Technology Inc	EC		595112103	US5951121038			NPORT-P	CVTRX - CALAMOS INVESTMENT TRUST/IL - Calamos Growth & Income Fund Class A	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-16	2024-10-31	False		70330.0		7008384	0.0	0.0	70330.0	7723.0	-9.26		45.56644	3204.688			1.0	0.001	0.247430277425	0.278517834015	-11.16178312241425	-0.03108755659		3803.697					False	NP	12-16	-715000	US5951121038		-0.03108755659	3613.102	calamos-investment-trust-il-calamos-growth-income-fund-class-a	https://fintel.io/i/calamos-investment-trust-il-calamos-growth-income-fund-class-a	0.006293109517084376	0.0	0.0	-9.26	MU
575	Micron Technology Inc	EC		595112103	US5951121038		MU	NPORT-P	DBOAX - BNY Mellon Investment Funds VI - BNY Mellon Balanced Opportunity Fund Class A	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-01-24	2024-11-30	False		14546.0		1424780	2620.0	21.968807647157472	11926.0	1147.0	24.15		63.0498	917.1224			1.0	0.001	0.480479916002	0.3977072961413	20.812446908515355	0.0827726198607		507.6583					False	NP	01-24	277000	US5951121038		0.0827726198607	492.9668	dreyfus-manager-funds-ii	https://fintel.io/i/dreyfus-manager-funds-ii	0.00130157217454158	21.968807647157472	21.968807647157472	24.15	MU
576	Micron Technology, Inc.	EC		595112103	US5951121038			NPORT-P	JNBAX - JPMorgan Trust I - JPMorgan Income Builder Fund Class A	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-26	2024-10-31	False		85203.0		8490478	15829.0	22.81690546890766	69374.0	7618.0	11.45		121.8222	10379.62			1.0	0.001	0.099784366242	0.088239219291	13.083917835816075	0.011545146951		-1889.138					False	NP	12-26	872000	US5951121038		0.011545146951	-2120.041	jpmorgan-trust-i-jpmorgan-income-builder-fund-class-a	https://fintel.io/i/jpmorgan-trust-i-jpmorgan-income-builder-fund-class-a	0.007623941563829662	22.81690546890766	22.81690546890766	11.45	MU
577	Micron Technology Inc	EC		595112103	US5951121038		MU	NPORT-P	GAGVX - GOLDMAN SACHS TRUST - Goldman Sachs Blue Chip Fund Class A	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-01-28	2024-11-30	False		2288.0		224109	-917.0	-28.61154446177847	3205.0	308.0	-27.27		114.6908	262.4126			1.0	0.001	0.733743065848	1.084735105206	-32.35739653611964	-0.350992039358		-38.30304					False	NP	01-28	-84000	US5951121038		-0.350992039358	-40.61388	goldman-sachs-trust-goldman-sachs-blue-chip-fund-class-a	https://fintel.io/i/goldman-sachs-trust-goldman-sachs-blue-chip-fund-class-a	0.000204729625694427	-28.61154446177847	-28.61154446177847	-27.27	MU
578	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Wealthgarden F.s. Llc									2025-02-04	2024-12-31	False		0.0		0	-16055.0	-100.0	16055.0	1665.0	-100.0			-1665.0	0.0			0.001		0.10154397597541057	-100.0	-0.10154397597541057							False	13F	02-04	-1665000	595112103		-0.10154397597541057		wealthgarden-f-s-llc7708	https://fintel.io/i/wealthgarden-f-s-llc7708	0.0	-100.0	-100.0	-100.0	MU
579	MICRON TECHNOLOGY INC (MU US)	COM		595112103				13F-HR	Tybourne Capital Management (hk) Ltd									2025-02-14	2024-12-31	False		22021.0		1853288	-3863.0	-14.924277545974347	25884.0	2684.0	-30.96		85.66368	1886.4				0.001	0.465209656800894	0.7525162569825735	-38.17945426637246	-0.2873066001816795		-33.11245					False	13F	02-14	-831000	595112103		-0.2873066001816795	248.3157	tybourne-capital-management-hk	https://fintel.io/i/tybourne-capital-management-hk	0.00197043316757735	-14.924277545974347	-14.924277545974347	-30.96	MU
580	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Traphagen Investment Advisors Llc									2024-10-21	2024-09-30	False		0.0		0	-1539.0	-100.0	1539.0	202.0	-100.0			-202.0	0.0			0.001		0.021974929996780246	-100.0	-0.021974929996780246							False	13F	10-21	-202000	595112103		-0.021974929996780246		traphagen-investment-advisors-llc	https://fintel.io/i/traphagen-investment-advisors-llc	0.0	-100.0	-100.0	-100.0	MU
581	Micron Technology Inc	EC		595112103	US5951121038		MU	NPORT-P	ADVANCED SERIES TRUST - AST T. Rowe Price Growth Opportunities Portfolio	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-27	2024-12-31	False		12120.0		1020019	-15877.0	-56.7096474622281	27997.0	3682.0	-72.3		66.06154	800.6659			1.0	0.001	0.036721460016	0.124849501694	-70.58741963904471	-0.088128041678		219.3533					False	NP	02-27	-2662000	US5951121038		-0.088128041678	374.2469	advanced-series-trust-ast-t-rowe-price-growth-opportunities-portfolio	https://fintel.io/i/advanced-series-trust-ast-t-rowe-price-growth-opportunities-portfolio	0.001084494345898801	-56.7096474622281	-56.7096474622281	-72.3	MU
582	Micron Technology Inc	EC		595112103	US5951121038			NPORT-P	Columbia Funds Variable Series Trust II - CTIVP - Morgan Stanley Advantage Fund Class 1									2025-02-28	2024-12-31	False		0.0		0	-255780.0	-100.0	255780.0	26526.0	-100.0			-26526.0	0.0					1.4309995547	-100.0	-1.4309995547							False	NP	02-28	-26526000	US5951121038		-1.4309995547		columbia-funds-variable-series-trust-ii-ctivp-morgan-stanley-advantage-fund-class-1	https://fintel.io/i/columbia-funds-variable-series-trust-ii-ctivp-morgan-stanley-advantage-fund-class-1	0.0	-100.0	-100.0	-100.0	MU
583	Micron Technology, Inc.	EC		595112103	US5951121038			NPORT-P	EQ ADVISORS TRUST - EQ/Global Equity Managed Volatility Portfolio Class IB	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-27	2024-12-31	False		9519.0		801119	-948.0	-9.057036400114646	10467.0	1085.0	-26.18		93.9096	-89.0263008	-194.8546992	-17.9589584516129	1.0	0.001	0.04792547869	0.060605731724	-20.922531043344524	-0.012680253034		-194.3884					False	NP	02-27	-284000	US5951121038		-0.012680253034	1011.798	eq-advisors-trust-eq-global-equity-managed-volatility-portfolio-class-ib5554	https://fintel.io/i/eq-advisors-trust-eq-global-equity-managed-volatility-portfolio-class-ib5554	0.0008517575642418055	-9.057036400114646	-9.057036400114646	-26.18	MU
584	Micron Technology Inc	EC		595112103	US5951121038			NPORT-P	EFIV - Spdr Series Trust - Spdr S&p 500 Esg Etf	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-27	2024-12-31	False		54594.0		4594631	3325.0	6.485400534436014	51269.0	5317.0	-13.6		78.98962	4312.359			1.0	0.001	0.266134604959	0.330057388506	-19.367172429117733	-0.063922783547		282.2718					False	NP	02-27	-723000	US5951121038		-0.063922783547	979.9834	spdr-series-trust-spdr-s-p-500-esg-etf	https://fintel.io/i/spdr-series-trust-spdr-s-p-500-esg-etf	0.004885056462046132	6.485400534436014	6.485400534436014	-13.6	MU
585	MICRON TECHNOLOGY INC	COM	Call	595112103				13F-HR	Concurrent Investment Advisors, LLC									2024-10-30	2024-09-30	False		0.0		0	-1500.0	-100.0	1500.0	197.0	-100.0			-197.0	0.0			0.001		0.006481643202097109	-100.0	-0.006481643202097109							call	13F	10-30	-197000	595112103		-0.006481643202097109		concurrent-investment-advisors-llc	https://fintel.io/i/concurrent-investment-advisors-llc	0.0	-100.0	-100.0	-100.0	MU
586	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	LGT Fund Management Co Ltd.									2025-02-06	2024-12-31	False		5561.0		468014	2572.0	86.04884576781532	2989.0	298.0	57.05		103.2718	574.2945				0.001	0.040939900777805446	0.030952848231101227	32.26537497337416	0.00998705254670422		-106.2807					False	13F	02-06	170000	595112103		0.00998705254670422	-35.21116	lgt-fund-management-co-ltd	https://fintel.io/i/lgt-fund-management-co-ltd	0.000497596786926009	86.04884576781532	86.04884576781532	57.05	MU
587	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	FengHe Fund Management Pte. Ltd.									2024-11-07	2024-09-30	False		0.0		0	-91700.0	-100.0	91700.0	12061.0	-100.0			-12061.0	0.0			0.001		1.682439962548574	-100.0	-1.682439962548574							False	13F	11-07	-12061000	595112103		-1.682439962548574		fenghe-fund-management-pte-ltd	https://fintel.io/i/fenghe-fund-management-pte-ltd	0.0	-100.0	-100.0	-100.0	MU
588	MICRON TECHNOLOGY INC	EC		595112103	US5951121038			NPORT-P	FGLGX - FIDELITY HASTINGS STREET TRUST - Fidelity Series Large Cap Stock Fund	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-25	2024-12-31	False		252100.0		21216736	209700.0	494.57547169811323	42400.0	4397.0	382.51		93.9314	19697.41458	-2877.67858	-65.44640846031385	1.0	0.001	0.107074853808	0.022476793355	376.37958011559965	0.084598060453		-4554.526					False	NP	02-25	16819000	US5951121038		0.084598060453	4741.159	fidelity-hastings-street-trust-fidelity-series-large-cap-stock-fund	https://fintel.io/i/fidelity-hastings-street-trust-fidelity-series-large-cap-stock-fund	0.02255784031362109	494.57547169811323	494.57547169811323	382.51	MU
589	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Kennedy Investment Group									2025-01-22	2024-12-31	False		19154.0		1612037	2227.0	13.156495539670349	16927.0	1755.0	-8.15		104.252	1996.842				0.001	0.7294320219235444	0.807623160277618	-9.681636461143052	-0.0781911383540736		-384.8413					False	13F	01-22	-143000	595112103		-0.0781911383540736	-140.0532	kennedy-investment-group	https://fintel.io/i/kennedy-investment-group	0.001713894777338748	13.156495539670349	13.156495539670349	-8.15	MU
590	Micron Technology, Inc.	EC		595112103	US5951121038			NPORT-P	SOXX - iSHARES TRUST - iShares PHLX Semiconductor ETF	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-27	2024-12-31	False		5649797.0		475486915	-537070.0	-8.680807264807859	6186867.0	641639.0	-25.9		66.45179	375439.1			1.0	0.001	3.445116983431	4.305849447014	-19.989841126003537	-0.860732463583		100047.8					False	NP	02-27	-166153000	US5951121038		-0.860732463583	172252.2	ishares-trust-ishares-phlx-semiconductor-etf	https://fintel.io/i/ishares-trust-ishares-phlx-semiconductor-etf	0.5055423186448849	-8.680807264807859	-8.680807264807859	-25.9	MU
591	MICRON TECHNOLOGY INC	EC		595112103	US5951121038			NPORT-P	FIOOX - FIDELITY SALEM STREET TRUST - Fidelity Series Large Cap Value Index Fund	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-27	2024-10-31	False		350149.0		34892347	-3039.0	-0.8604482598502781	353188.0	38787.0	-10.04		52.16998	18267.27			1.0	0.001	0.438923592453	0.495987417303	-11.505095262354118	-0.05706382485		16625.08					False	NP	12-27	-3895000	US5951121038		-0.05706382485	15676.17	fidelity-salem-street-trust-fidelity-series-large-cap-value-index-fund	https://fintel.io/i/fidelity-salem-street-trust-fidelity-series-large-cap-value-index-fund	0.03133123850842567	-0.8604482598502781	-0.8604482598502781	-10.04	MU
592	Micron Technology, Inc.	EC		595112103	US5951121038			NPORT-P	DLCEX - VALUED ADVISERS TRUST - Dana Large Cap Equity Fund Investor Class Shares	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-23	2024-10-31	False		9200.0		916780	9200.0							916.78			1.0	0.001	1.277554053041			1.277554053041		4.291939					False	NP	12-23	916000	US5951121038		1.277554053041		valued-advisers-trust-dana-large-cap-equity-fund-investor-class-shares	https://fintel.io/i/valued-advisers-trust-dana-large-cap-equity-fund-investor-class-shares	0.0008232135298901786				MU
